from_airport_iata,to_airport_iata,days_of_week,departure_time,arrival_time,flight_duration,flight,airline_iata,aircraft_iata
LGA,ORD,1234567,16:40,18:30,2:50,AA341,AA,M80
LGA,ORD,1234567,17:30,19:15,2:45,AA345,AA,M83
LGA,ORD,1234567,19:29,21:04,2:35,AA363,AA,M80
LGA,ORD,123456,6:29,8:04,2:35,AA303,AA,757
LGA,ORD,123456,7:20,9:00,2:40,AA305,AA,M83
LGA,ORD,123456,10:05,11:45,2:40,AA319,AA,757
LGA,ORD,123457,10:45,12:35,2:50,AA321,AA,M80
LGA,ORD,123457,13:00,14:45,2:45,AA329,AA,M80
LGA,ORD,123457,15:10,16:50,2:40,AA335,AA,M80
LGA,ORD,123457,18:25,20:15,2:50,AA347,AA,M80
LGA,PBI,1234567,12:00,15:15,3:15,AA1229,AA,M80
LGA,PHX,123457,10:45,16:20,7:35,AA321,AA,M80
LGA,PIT,123457,8:50,10:30,1:40,AA4871,AA,ER3
LGA,PIT,123457,15:20,17:00,1:40,AA4903,AA,ER3
LGA,PIT,6,7:00,8:35,1:35,AA4871,AA,ER3
LGA,PSP,123456,7:20,12:20,8:00,AA305,AA,M83
LGA,RDU,123457,11:15,13:05,1:50,AA4733,AA,ER3
LGA,RDU,1234567,14:59,16:45,1:46,AA4716,AA,ERD
LGA,RDU,123456,8:15,10:00,1:45,AA4739,AA,ERD
LGA,RDU,123457,6:15,8:00,1:45,AA4724,AA,ER3
LGA,RDU,123457,9:55,11:40,1:45,AA4726,AA,ER3
LGA,RDU,123457,12:50,14:35,1:45,AA4718,AA,ERD
LGA,RDU,123457,13:59,15:45,1:46,AA4711,AA,ER3
LGA,RDU,123457,16:00,17:50,1:50,AA4782,AA,ER3
LGA,RDU,123457,16:59,18:45,1:46,AA4720,AA,ERD
LGA,RDU,123457,18:25,20:15,1:50,AA4738,AA,ERD
LGA,RDU,123457,20:00,21:45,1:45,AA4736,AA,ER3
LGA,RDU,6,12:00,13:50,1:50,AA4718,AA,ER3
LGA,RDU,6,18:00,19:45,1:45,AA4736,AA,ERD
LGA,SAT,1234567,7:50,13:25,6:35,AA309,AA,M80
LGA,SNA,1234567,8:50,14:15,8:25,AA313,AA,757
LGA,STL,1234567,6:00,9:30,4:30,AA301,AA,M80
LGA,STL,1234567,8:20,10:15,2:55,AA1855,AA,M80
LGA,STL,1234567,14:00,17:50,4:50,AA333,AA,M80
LGA,STL,1234567,16:40,18:35,2:55,AA2223,AA,M80
LGA,STL,123457,11:50,13:50,3:00,AA1589,AA,M80
LGA,STL,123457,19:59,21:49,2:50,AA2019,AA,M80
LGA,XNA,12345,6:50,9:34,3:44,AA4834,AA,ER3
LGA,XNA,12345,14:30,17:15,3:45,AA4825,AA,ER3
LGA,XNA,1234,18:59,21:45,3:46,AA4913,AA,ER3
LGA,XNA,7,18:00,20:40,3:40,AA4913,AA,ER3
LGA,YUL,1234567,11:10,12:45,1:35,AA4920,AA,ER3
LGA,YUL,123457,6:50,8:15,1:25,AA4916,AA,ER3
LGA,YUL,123457,17:50,19:30,1:40,AA4908,AA,ER3
LGA,YYZ,12345,6:40,8:20,1:40,AA2071,AA,M80
LGA,YYZ,1234567,7:59,9:40,1:41,AA4846,AA,ER3
LGA,YYZ,1234567,9:55,11:45,1:50,AA4850,AA,ER3
LGA,YYZ,1234567,12:10,13:55,1:45,AA4839,AA,ERD
LGA,YYZ,1234567,13:45,15:29,1:44,AA4848,AA,ERD
LGA,YYZ,1234567,17:15,19:00,1:45,AA4851,AA,ER3
LGA,YYZ,1234567,18:45,20:29,1:44,AA4852,AA,ER3
LGA,YYZ,123457,8:55,10:45,1:50,AA4892,AA,ER3
LGA,YYZ,123457,11:00,12:50,1:50,AA4856,AA,ER3
LGA,YYZ,123457,15:20,16:59,1:39,AA1795,AA,M80
LGW,ADB,156,10:55,16:50,3:55,BA2670,BA,734
LGW,ADB,7,7:55,13:50,3:55,BA2670,BA,734
LGW,AGP,1234567,12:15,16:05,2:50,BA2714,BA,734
LGW,AGP,1234567,10:20,14:10,2:50,BA2712,BA,734
LGW,AGP,1234567,18:40,22:30,2:50,BA2718,BA,734
LGW,ALC,125,7:10,10:45,2:35,BA2722,BA,734
LGW,ALC,36,7:30,11:00,2:30,BA2722,BA,319
LGW,ALC,4,7:20,10:45,2:25,BA2722,BA,319
LGW,ALC,7,7:15,10:45,2:30,BA2722,BA,319
LGW,AMS,12345,6:25,8:45,1:20,BA8111,BA,319
LGW,AMS,1234567,19:35,21:45,1:10,BA8121,BA,319
LGW,AMS,1234567,9:05,11:20,1:15,BA8113,BA,319
LGW,AMS,1234567,15:05,17:15,1:10,BA8117,BA,319
LGW,AMS,123457,17:10,19:20,1:10,BA8119,BA,319
LGW,ANU,123567,10:30,15:10,8:40,BA2157,BA,777
LGW,ANU,4,11:40,16:20,8:40,BA2157,BA,777
LGW,ATL,1,12:00,16:30,9:30,BA2227,BA,777
LGW,ATL,234567,11:50,16:25,9:35,BA2227,BA,777
LGW,AYT,24,10:00,16:15,4:15,BA2686,BA,734
LGW,AYT,7,12:00,18:15,4:15,BA2686,BA,734
LGW,BCN,1234567,9:10,12:15,2:05,BA2486,BA,734
LGW,BCN,1234567,16:55,19:55,2:00,BA2490,BA,734
LGW,BDA,23467,14:25,18:15,7:50,BA2233,BA,777
LGW,BGI,1234567,11:00,15:50,8:50,BA2155,BA,777
LGW,BGI,56,13:15,18:00,8:45,BA2153,BA,777
LGW,BLQ,123457,12:40,15:45,2:05,BA2562,BA,733
LGW,BLQ,1234567,19:15,22:20,2:05,BA2564,BA,734
LGW,BLQ,123456,8:20,11:30,2:10,BA2560,BA,319
LGW,BOD,4,6:55,9:35,1:40,BA7983,BA,734
LGW,BOD,12356,7:00,9:35,1:35,BA7983,BA,735
LGW,BOD,1234567,13:40,16:15,1:35,BA7987,BA,734
LGW,BUD,1234567,9:30,13:00,2:30,MA613,MA,73G
LGW,BUD,1234567,18:50,22:25,2:35,MA615,MA,73G
LGW,CTA,156,14:10,18:15,3:05,BA2594,BA,319
LGW,DBV,4,11:00,14:40,2:40,BA2882,BA,734
LGW,DBV,2,12:55,16:40,2:45,BA2882,BA,734
LGW,DBV,5,10:55,14:40,2:45,BA2882,BA,734
LGW,DBV,7,13:25,17:10,2:45,BA2882,BA,734
LGW,DUB,1234567,16:25,17:45,1:20,BA8086,BA,734
LGW,DUB,12345,10:15,11:40,1:25,BA8082,BA,734
LGW,DUB,67,12:25,13:50,1:25,BA8084,BA,734
LGW,DUB,1234567,6:25,7:40,1:15,BA8080,BA,734
LGW,DUB,123457,18:25,19:45,1:20,BA8088,BA,735
LGW,EDI,123457,18:10,19:35,1:25,BA2942,BA,734
LGW,EDI,123457,20:25,21:50,1:25,BA2946,BA,734
LGW,EDI,234,6:30,8:05,1:35,BA2934,BA,733
LGW,EDI,15,6:25,8:05,1:40,BA2934,BA,733
LGW,EDI,123456,12:10,13:35,1:25,BA2938,BA,319
LGW,EDI,1234567,8:20,9:50,1:30,BA2936,BA,734
LGW,EDI,1234567,14:55,16:20,1:25,BA2940,BA,734
LGW,FAO,1234567,11:55,14:45,2:50,BA2694,BA,734
LGW,FAO,1234567,10:50,13:40,2:50,BA2692,BA,733
LGW,FCO,1234567,14:05,17:30,2:25,BA2540,BA,734
LGW,FCO,1234567,19:15,22:45,2:30,BA2544,BA,319
LGW,GIB,123457,13:35,17:30,2:55,BA2494,BA,733
LGW,GIB,6,14:00,17:55,2:55,BA2494,BA,733
LGW,GLA,123456,15:55,17:20,1:25,BA2964,BA,734
LGW,GLA,12345,6:30,8:00,1:30,BA2956,BA,734
LGW,GLA,1234567,18:40,20:05,1:25,BA2966,BA,734
LGW,GLA,123457,8:25,9:55,1:30,BA2958,BA,734
LGW,GLA,6,8:30,9:55,1:25,BA2958,BA,734
LGW,GND,25,10:30,17:20,10:50,BA2157,BA,777
LGW,GOA,1234567,10:00,13:00,2:00,BA2688,BA,734
LGW,GVA,1234567,7:20,10:00,1:40,BA2736,BA,319
LGW,GVA,1234567,14:50,17:20,1:30,BA2740,BA,319
LGW,GVA,123457,19:25,22:00,1:35,BA2742,BA,319
LGW,GVA,6,10:40,13:20,1:40,BA2744,BA,734
LGW,GVA,7,6:15,8:50,1:35,BA2748,BA,319
LGW,GVA,7,10:30,13:05,1:35,BA2744,BA,319
LGW,GVA,7,11:35,14:10,1:35,BA2752,BA,734
LGW,JER,56,11:55,13:00,1:05,BA8037,BA,319
LGW,JER,1234567,19:00,20:00,1:00,BA8049,BA,319
LGW,JER,1234567,8:35,9:40,1:05,BA8035,BA,735
LGW,JER,1234567,16:15,17:10,0:55,BA8045,BA,319
LGW,JER,1234567,17:55,18:55,1:00,BA8047,BA,733
LGW,JFK,1234567,11:20,14:15,7:55,BA2173,BA,777
LGW,KIN,1,12:15,17:20,10:05,BA2263,BA,777
LGW,KIN,35,12:10,17:20,10:10,BA2263,BA,777
LGW,KRK,14567,9:10,12:35,2:25,BA2774,BA,734
LGW,KRK,1234567,9:10,12:35,2:25,BA2774,BA,734
LGW,LUX,12345,7:10,9:30,1:20,BA8142,BA,734
LGW,LUX,123457,15:00,17:10,1:10,BA8144,BA,734
LGW,MAD,1234567,8:00,11:30,2:30,BA2464,BA,319
LGW,MAD,123457,14:10,17:30,2:20,BA2466,BA,319
LGW,MAN,12345,12:40,13:40,1:00,BA2906,BA,735
LGW,MAN,1234567,11:40,12:40,1:00,BA2914,BA,735
LGW,MAN,6,20:25,21:25,1:00,BA2912,BA,734
LGW,MAN,1234567,20:25,21:25,1:00,BA2912,BA,734
LGW,MAN,123456,6:45,7:50,1:05,BA2902,BA,734
LGW,MAN,1234567,8:20,9:25,1:05,BA2904,BA,734
LGW,MAN,1234567,16:15,17:15,1:00,BA2908,BA,734
LGW,MAN,123457,17:45,18:50,1:05,BA2910,BA,734
LGW,MCO,134567,11:40,16:25,9:45,BA2037,BA,777
LGW,MCO,1234567,11:40,16:25,9:45,BA2037,BA,777
LGW,MLA,56,12:15,16:20,3:05,BA2874,BA,734
LGW,MLA,356,12:15,16:20,3:05,BA2874,BA,734
LGW,MLA,1,12:30,16:35,3:05,BA2874,BA,734
LGW,MRS,1234567,14:30,17:15,1:45,BA2364,BA,734
LGW,MRS,12345,7:00,9:55,1:55,BA2362,BA,734
LGW,MRS,67,6:55,9:50,1:55,BA2362,BA,734
LGW,NAP,1234567,7:30,11:15,2:45,BA2606,BA,319
LGW,NAP,1234567,18:25,22:05,2:40,BA2612,BA,734
LGW,PFO,36,10:50,17:20,4:30,BA2864,BA,734
LGW,PFO,2,9:00,15:30,4:30,BA2864,BA,734
LGW,PFO,346,10:50,17:20,4:30,BA2864,BA,734
LGW,PFO,17,8:55,15:25,4:30,BA2864,BA,734
LGW,PFO,5,10:40,17:10,4:30,BA2864,BA,734
LGW,PMI,24,10:20,13:45,2:25,BA2704,BA,319
LGW,PMI,6,13:30,16:55,2:25,BA2704,BA,319
LGW,POS,247,10:25,17:20,10:55,BA2159,BA,777
LGW,PRN,135,9:50,14:20,3:30,BA2682,BA,319
LGW,PSA,1234567,12:40,15:45,2:05,BA2602,BA,319
LGW,PSA,123457,12:40,15:45,2:05,BA2602,BA,319
LGW,PSA,1234567,9:00,12:05,2:05,BA2600,BA,734
LGW,SKB,6,10:30,16:45,10:15,BA2157,BA,777
LGW,SKG,13567,8:40,14:00,3:20,BA2642,BA,319
LGW,SZG,1234567,8:00,11:00,2:00,BA2652,BA,733
LGW,TAB,37,10:30,17:35,11:05,BA2157,BA,777
LGW,TAB,4,11:40,18:45,11:05,BA2157,BA,777
LGW,TIA,2,10:45,14:45,3:00,BA2648,BA,319
LGW,TIA,146,10:20,14:20,3:00,BA2648,BA,319
LGW,TIA,7,9:30,13:30,3:00,BA2648,BA,734
LGW,TLS,1234567,15:15,17:55,1:40,BA7953,BA,734
LGW,TLS,1234567,19:30,22:10,1:40,BA7955,BA,734
LGW,TLS,12345,7:55,10:40,1:45,BA7951,BA,734
LGW,TLS,6,8:45,11:30,1:45,BA7951,BA,734
LGW,TPA,346,12:50,17:45,9:55,BA2167,BA,777
LGW,TPA,3467,12:50,17:45,9:55,BA2167,BA,777
LGW,TPA,1,11:45,16:40,9:55,BA2167,BA,777
LGW,TRN,457,8:15,11:05,1:50,BA2576,BA,319
LGW,TRN,16,8:10,11:05,1:55,BA2576,BA,319
LGW,TRN,2457,8:15,11:05,1:50,BA2576,BA,319
LGW,TRN,136,8:10,11:05,1:55,BA2576,BA,319
LGW,TRN,123456,15:05,17:55,1:50,BA2578,BA,734
LGW,TRN,7,16:40,19:30,1:50,BA2578,BA,734
LGW,TUN,1567,8:35,12:25,2:50,BA2886,BA,734
LGW,TUN,3,10:15,14:05,2:50,BA2886,BA,319
LGW,UVF,247,10:25,15:20,8:55,BA2159,BA,777
LGW,VAR,26,9:15,14:40,3:25,BA2860,BA,734
LGW,VAR,7,9:30,14:55,3:25,BA2860,BA,734
LGW,VCE,3,15:45,18:50,2:05,BA2586,BA,734
LGW,VCE,124567,15:45,18:50,2:05,BA2586,BA,734
LGW,VCE,1234567,7:50,11:00,2:10,BA2582,BA,319
LGW,VCE,1234567,19:40,22:45,2:05,BA2584,BA,734
LGW,VRN,13567,10:55,13:55,2:00,BA2596,BA,734
LGW,VRN,1234567,10:55,13:55,2:00,BA2596,BA,734
LGW,ZRH,1234567,15:45,18:20,1:35,BA2754,BA,734
LGW,ZRH,123457,7:40,10:20,1:40,BA2750,BA,734
LGW,ZRH,6,7:45,10:20,1:35,BA2750,BA,734
LHR,ABV,1234567,22:15,5:30,6:15,BA83,BA,777
LHR,ABZ,1356,17:15,18:50,1:35,BA1314,BA,319
LHR,ABZ,1456,17:15,18:50,1:35,BA1314,BA,319
LHR,ABZ,123457,17:40,19:10,1:30,BA1316,BA,319
LHR,ABZ,2345,17:15,18:50,1:35,BA1314,BA,319
LHR,ABZ,12457,17:40,19:10,1:30,BA1316,BA,319
LHR,ABZ,1234567,9:05,10:35,1:30,BA1306,BA,320
LHR,ABZ,1234567,14:55,16:30,1:35,BA1312,BA,320
LHR,ABZ,1234567,20:15,21:45,1:30,BA1318,BA,321
LHR,ABZ,12345,12:45,14:20,1:35,BA1308,BA,319
LHR,ABZ,345,6:55,8:25,1:30,BA1304,BA,320
LHR,ACC,1234567,14:00,20:55,6:55,BA81,BA,767
LHR,AGP,1234567,11:40,15:30,2:50,BA496,BA,321
LHR,ALG,1234567,8:40,12:30,2:50,BA894,BA,321
LHR,AMM,1234567,16:15,23:15,5:00,RJ112,RJ,313
LHR,AMS,123457,13:40,16:00,1:20,BA438,BA,320
LHR,AMS,123457,19:40,21:55,1:15,BA444,BA,319
LHR,AMS,12345,18:00,20:15,1:15,BA442,BA,319
LHR,AMS,5,13:45,16:00,1:15,BA438,BA,320
LHR,AMS,1234567,11:40,14:00,1:20,BA434,BA,319
LHR,AMS,123456,8:40,10:55,1:15,BA430,BA,320
LHR,AMS,123456,16:15,18:35,1:20,BA440,BA,321
LHR,AMS,123457,7:30,9:45,1:15,BA428,BA,321
LHR,ARN,12357,20:10,23:40,2:30,BA786,BA,319
LHR,ARN,1234567,7:15,10:45,2:30,BA776,BA,320
LHR,ARN,123456,18:05,21:35,2:30,BA784,BA,319
LHR,ARN,123457,16:35,20:10,2:35,BA782,BA,320
LHR,ARN,123457,10:45,14:20,2:35,BA778,BA,320
LHR,ARN,123457,20:10,23:40,2:30,BA786,BA,319
LHR,ARN,12345,7:15,10:45,2:30,BA776,BA,320
LHR,ARN,1234567,18:05,21:35,2:30,BA784,BA,319
LHR,ARN,47,16:35,20:10,2:35,BA782,BA,320
LHR,ARN,1234567,10:45,14:20,2:35,BA778,BA,320
LHR,ARN,1234567,14:15,17:50,2:35,BA780,BA,767
LHR,ATH,123457,20:00,1:40,3:40,BA634,BA,767
LHR,ATH,1234567,20:00,1:40,3:40,BA634,BA,767
LHR,ATH,1234567,7:55,13:35,3:40,BA640,BA,320
LHR,ATH,1234567,12:25,18:05,3:40,BA632,BA,767
LHR,AUH,1234567,9:30,20:20,6:50,BA73,BA,777
LHR,BAH,1234567,10:20,19:35,6:15,BA125,BA,744
LHR,BCN,1234567,16:30,19:30,2:00,IB4187,IB,320
LHR,BCN,1234567,17:40,20:40,2:00,IB4181,IB,320
LHR,BCN,1234,9:15,12:20,2:05,BA484,BA,757
LHR,BCN,5,9:15,12:20,2:05,BA484,BA,757
LHR,BCN,123457,16:30,19:30,2:00,IB4187,IB,320
LHR,BCN,123456,17:40,20:40,2:00,IB4181,IB,320
LHR,BCN,1234567,7:25,10:30,2:05,BA478,BA,757
LHR,BCN,1234567,11:25,14:25,2:00,IB4185,IB,320
LHR,BCN,1234567,14:20,17:25,2:05,BA480,BA,757
LHR,BCN,1234567,16:20,19:30,2:10,BA486,BA,757
LHR,BCN,1234567,18:15,21:25,2:10,BA482,BA,757
LHR,BCN,1234567,19:15,22:15,2:00,IB4189,IB,320
LHR,BEG,13567,8:25,12:10,2:45,BA888,BA,319
LHR,BKK,1234567,21:30,15:40,11:10,BA9,BA,744
LHR,BKK,1234567,21:45,15:55,11:10,QF2,QF,744
LHR,BLR,1234567,13:50,4:50,9:30,BA119,BA,744
LHR,BOM,1234567,10:30,0:40,8:40,BA139,BA,744
LHR,BOM,1234567,21:30,11:45,8:45,BA199,BA,777
LHR,BOS,1234567,10:30,13:20,7:50,AA109,AA,763
LHR,BOS,1234567,19:15,21:45,7:30,BA239,BA,777
LHR,BOS,56,10:30,13:05,7:35,AA109,AA,777
LHR,BOS,1234567,10:45,13:10,7:25,BA213,BA,777
LHR,BOS,1234567,16:05,18:35,7:30,BA215,BA,777
LHR,BOS,12457,17:55,20:50,7:55,AA155,AA,763
LHR,BRU,1234567,8:55,11:05,1:10,BA392,BA,319
LHR,BRU,12345,12:25,14:35,1:10,BA394,BA,320
LHR,BRU,67,12:20,14:30,1:10,BA394,BA,319
LHR,BRU,456,13:50,16:00,1:10,BA396,BA,319
LHR,BRU,56,13:50,16:00,1:10,BA396,BA,319
LHR,BRU,1234567,17:40,19:50,1:10,BA404,BA,320
LHR,BRU,123456,6:55,9:05,1:10,BA388,BA,319
LHR,BRU,123457,15:50,18:00,1:10,BA398,BA,319
LHR,BRU,12347,19:55,22:05,1:10,BA400,BA,319
LHR,BRU,26,20:15,22:25,1:10,BA402,BA,319
LHR,BRU,5,20:00,22:10,1:10,BA400,BA,319
LHR,BSL,1234567,8:55,11:30,1:35,BA752,BA,319
LHR,BSL,123457,14:00,16:40,1:40,BA754,BA,319
LHR,BSL,1234567,14:00,16:40,1:40,BA754,BA,319
LHR,BSL,1234567,18:55,21:35,1:40,BA756,BA,320
LHR,BUD,1234567,8:30,11:55,2:25,BA868,BA,321
LHR,BUD,1234567,13:45,17:15,2:30,BA866,BA,320
LHR,BUD,1234567,17:30,21:00,2:30,BA870,BA,320
LHR,BWI,134567,12:50,16:20,8:30,BA229,BA,767
LHR,CAI,1234567,16:55,23:35,4:40,BA155,BA,744
LHR,CCU,26,10:15,1:15,9:30,BA147,BA,777
LHR,CCU,4,9:55,1:00,9:35,BA147,BA,777
LHR,CDG,123467,18:35,20:50,1:15,BA324,BA,319
LHR,CDG,1234567,7:20,9:40,1:20,BA304,BA,319
LHR,CDG,4,16:15,18:35,1:20,BA318,BA,320
LHR,CDG,5,18:35,20:50,1:15,BA324,BA,319
LHR,CDG,567,12:55,15:15,1:20,BA314,BA,321
LHR,CDG,123457,16:15,18:35,1:20,BA318,BA,320
LHR,CDG,12345,7:20,9:40,1:20,BA304,BA,319
LHR,CDG,1234567,6:15,8:25,1:10,BA302,BA,320
LHR,CDG,1234567,9:10,11:30,1:20,BA306,BA,320
LHR,CDG,1234567,11:25,13:45,1:20,BA308,BA,320
LHR,CDG,1234567,15:05,17:25,1:20,BA316,BA,320
LHR,CDG,1234567,17:15,19:35,1:20,BA322,BA,320
LHR,CDG,1234567,19:50,22:05,1:15,BA326,BA,319
LHR,CPH,123457,14:05,17:00,1:55,BA818,BA,320
LHR,CPH,1234567,16:25,19:20,1:55,BA820,BA,319
LHR,CPH,1234567,14:05,17:00,1:55,BA818,BA,320
LHR,CPH,123457,6:55,9:50,1:55,BA812,BA,321
LHR,CPH,123567,16:25,19:20,1:55,BA820,BA,319
LHR,CPH,1234567,6:55,9:50,1:55,BA812,BA,321
LHR,CPH,123456,9:40,12:30,1:50,BA814,BA,321
LHR,CPH,123457,18:30,21:30,2:00,BA822,BA,321
LHR,CPH,14567,12:00,14:55,1:55,BA816,BA,320
LHR,CPT,1234567,16:45,6:15,11:30,BA43,BA,744
LHR,CPT,1234567,19:20,8:50,11:30,BA59,BA,744
LHR,DAC,357,10:15,1:50,9:35,BA145,BA,777
LHR,DAR,246,18:25,7:00,9:35,BA47,BA,767
LHR,DEL,1234567,11:50,1:25,8:05,BA143,BA,744
LHR,DEL,1234567,20:50,10:25,8:05,BA257,BA,744
LHR,DEN,1234567,12:35,15:25,9:50,BA219,BA,777
LHR,DFW,1234567,9:55,14:25,10:30,AA51,AA,777
LHR,DFW,1234567,10:45,15:00,10:15,BA193,BA,777
LHR,DFW,1234567,13:05,17:55,10:50,AA79,AA,763
LHR,DME,123456,12:30,19:35,4:05,BA874,BA,767
LHR,DME,123457,12:30,19:35,4:05,BA874,BA,767
LHR,DME,1234567,8:40,15:40,4:00,BA872,BA,767
LHR,DME,13457,21:50,4:40,3:50,BA880,BA,320
LHR,DOH,1234567,10:20,21:30,8:10,BA125,BA,744
LHR,DUS,12345,7:25,9:45,1:20,BA936,BA,767
LHR,DUS,123457,14:45,17:05,1:20,BA942,BA,320
LHR,DUS,123457,19:35,21:55,1:20,BA946,BA,320
LHR,DUS,134567,16:00,18:25,1:25,BA944,BA,319
LHR,DUS,123456,7:25,9:45,1:20,BA936,BA,767
LHR,DUS,13456,16:00,18:25,1:25,BA944,BA,319
LHR,DUS,1234567,9:05,11:25,1:20,BA938,BA,319
LHR,DUS,1234567,13:15,15:35,1:20,BA940,BA,319
LHR,DUS,2,15:55,18:20,1:25,BA944,BA,319
LHR,DXB,1234567,12:35,23:25,6:50,BA107,BA,744
LHR,DXB,1234567,20:40,7:55,7:15,BA105,BA,767
LHR,DXB,1234567,21:35,8:30,6:55,BA109,BA,777
LHR,DXB,1346,17:50,4:50,7:00,BA127,BA,777
LHR,EBB,26,21:00,8:25,8:25,BA63,BA,767
LHR,EBB,4,20:55,8:20,8:25,BA63,BA,767
LHR,EDI,12345,6:45,8:10,1:25,BA1432,BA,320
LHR,EDI,12345,17:15,18:40,1:25,BA1454,BA,320
LHR,EDI,2345,18:20,19:45,1:25,BA1458,BA,320
LHR,EDI,1234567,17:15,18:40,1:25,BA1454,BA,320
LHR,EDI,123457,18:20,19:45,1:25,BA1458,BA,320
LHR,EDI,1234567,8:55,10:15,1:20,BA1438,BA,320
LHR,EDI,1234567,10:35,12:00,1:25,BA1442,BA,321
LHR,EDI,1234567,14:45,16:05,1:20,BA1448,BA,320
LHR,EDI,1234567,19:30,20:55,1:25,BA1462,BA,320
LHR,EDI,123456,7:55,9:15,1:20,BA1434,BA,320
LHR,EDI,123457,16:05,17:30,1:25,BA1452,BA,320
LHR,EDI,12347,20:45,22:10,1:25,BA1464,BA,320
LHR,EDI,457,13:25,14:50,1:25,BA1446,BA,320
LHR,EDI,5,21:00,22:25,1:25,BA1464,BA,321
LHR,EDI,6,16:05,17:25,1:20,BA1452,BA,320
LHR,EWR,134567,18:40,22:00,8:20,BA187,BA,767
LHR,EWR,1234567,10:25,13:25,8:00,BA185,BA,777
LHR,EWR,157,15:00,18:35,8:35,BA189,BA,767
LHR,EWR,2346,15:00,18:05,8:05,BA189,BA,777
LHR,EZE,1234567,21:10,10:35,15:25,BA247,BA,744
LHR,FCO,123457,14:15,17:40,2:25,BA556,BA,767
LHR,FCO,123456,12:35,16:00,2:25,BA560,BA,320
LHR,FCO,1234567,14:15,17:40,2:25,BA556,BA,767
LHR,FCO,1234567,12:35,16:00,2:25,BA560,BA,320
LHR,FCO,1234567,7:30,10:55,2:25,BA548,BA,321
LHR,FCO,1234567,19:05,22:30,2:25,BA558,BA,321
LHR,FCO,123457,10:30,13:55,2:25,BA554,BA,320
LHR,FRA,123457,19:40,22:15,1:35,BA916,BA,320
LHR,FRA,1234567,15:25,18:05,1:40,BA910,BA,319
LHR,FRA,123457,19:05,21:45,1:40,BA914,BA,319
LHR,FRA,123456,16:35,19:20,1:45,BA912,BA,320
LHR,FRA,67,15:25,18:05,1:40,BA910,BA,319
LHR,FRA,1234567,16:35,19:20,1:45,BA912,BA,320
LHR,FRA,123457,7:15,10:00,1:45,BA902,BA,767
LHR,FRA,123457,14:15,17:00,1:45,BA908,BA,319
LHR,FRA,12345,10:35,13:20,1:45,BA904,BA,320
LHR,FRA,6,8:05,10:50,1:45,BA902,BA,767
LHR,GCM,2356,9:45,17:35,12:50,BA253,BA,767
LHR,GIG,24,11:40,21:20,11:40,BA249,BA,777
LHR,GIG,7,12:10,21:45,11:35,BA249,BA,777
LHR,GLA,47,17:25,18:50,1:25,BA1492,BA,320
LHR,GLA,124567,11:30,12:55,1:25,BA1482,BA,319
LHR,GLA,347,17:25,18:50,1:25,BA1492,BA,320
LHR,GLA,134,10:05,11:25,1:20,BA1476,BA,320
LHR,GLA,5,17:25,18:50,1:25,BA1492,BA,320
LHR,GLA,467,17:25,18:50,1:25,BA1492,BA,320
LHR,GLA,123567,11:30,12:55,1:25,BA1482,BA,319
LHR,GLA,13456,10:05,11:25,1:20,BA1476,BA,320
LHR,GLA,1234567,15:05,16:30,1:25,BA1486,BA,319
LHR,GLA,123457,14:05,15:25,1:20,BA1484,BA,320
LHR,GLA,123457,16:35,18:00,1:25,BA1488,BA,319
LHR,GLA,123457,19:05,20:30,1:25,BA1494,BA,321
LHR,GLA,12345,7:05,8:25,1:20,BA1472,BA,319
LHR,GLA,12345,8:30,9:50,1:20,BA1474,BA,319
LHR,GLA,6,19:05,20:30,1:25,BA1496,BA,321
LHR,GLA,7,8:35,9:55,1:20,BA1474,BA,319
LHR,GRU,1234567,21:10,6:45,11:35,BA247,BA,744
LHR,GVA,1234567,17:00,19:50,1:50,BA736,BA,320
LHR,GVA,123456,17:00,19:50,1:50,BA736,BA,320
LHR,GVA,1234567,6:50,9:30,1:40,BA724,BA,319
LHR,GVA,1234567,8:35,11:15,1:40,BA726,BA,320
LHR,GVA,1234567,10:45,13:30,1:45,BA728,BA,320
LHR,GVA,1234567,11:45,14:25,1:40,BA730,BA,319
LHR,GVA,1234567,13:20,16:00,1:40,BA732,BA,320
LHR,GVA,1234567,15:05,17:45,1:40,BA734,BA,321
LHR,GVA,1234567,19:25,22:05,1:40,BA738,BA,320
LHR,GVA,67,9:40,12:25,1:45,BA740,BA,320
LHR,HAM,123567,10:35,13:15,1:40,BA962,BA,319
LHR,HAM,1234567,7:50,10:25,1:35,BA964,BA,319
LHR,HAM,12345,10:35,13:15,1:40,BA962,BA,319
LHR,HAM,12345,7:50,10:25,1:35,BA964,BA,319
LHR,HAM,1234567,15:05,17:40,1:35,BA966,BA,319
LHR,HAM,1234567,18:20,20:55,1:35,BA972,BA,319
LHR,HEL,1234567,10:20,15:15,2:55,AY832,AY,321
LHR,HEL,1234567,11:20,16:20,3:00,BA794,BA,757
LHR,HEL,1234567,16:10,21:05,2:55,AY840,AY,320
LHR,HEL,1234567,18:05,23:00,2:55,AY834,AY,321
LHR,HEL,1234567,18:30,23:30,3:00,BA798,BA,757
LHR,HEL,123456,7:30,12:25,2:55,AY836,AY,320
LHR,HEL,7,13:35,18:30,2:55,AY838,AY,320
LHR,HKG,1234567,21:55,17:40,11:45,BA27,BA,744
LHR,HKG,3456,20:25,16:15,11:50,BA31,BA,744
